===== Starting battle of <CantTouchThis> vs <PyBot> with memory tape size: 21 =====

[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 0< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 1< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0 | 2< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0< | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0 | 0< | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 0< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0 | 1< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 0< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0 | 1< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 0< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 1< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 2< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1 | 3< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1< | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >1< | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >0< | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | 1 | >0< | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | >1 | 1< | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -3 | >1< | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-3 | 1< | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-4 | 0< | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-5 | 0< | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -5< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -5< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-15< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-12< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-12< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-8< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-8< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-7< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-7< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-6< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-6< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-5< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-5< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -5< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-15< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-12< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-12< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-8< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-8< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-7< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-7< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-6< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-6< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-5< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-5< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -5< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -6< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -7< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -8< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -9< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -10< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | >5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | >0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -11< | 0 | 1 | 3 | 1 | 1 | 0 | >2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | 1 | >0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -12< | 0 | 1 | 3 | 1 | >1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | 3 | >1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -13< | 0 | 1 | >3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | 0 | >1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -14< | >0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-15< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-14< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >-13< | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
