===== Starting battle of <AnybodyThere> vs <NestDarwin> with memory tape size: 13 =====

[ 128 | -5 | 5 | 1 | 0 | >-1 | 5 | -4< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 1 | 0 | >-2 | 5 | -5< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 1 | 0 | >-3 | 5 | -6< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 1 | 0 | >-4 | 5 | -7< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 1 | 0 | >-5 | 5 | -7< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 1 | >0 | -5 | 5 | -7< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | >1 | 0 | -5 | 5 | -6< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | >1 | 0 | -5 | 5 | -6< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | -6< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | -5< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | -5< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | >0 | -5 | 5 | -5< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | >-5 | 5 | -4< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | >5 | -4< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-4< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-3< | -2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -3< | >-2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -3< | >-2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -2< | >-2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -2< | >-1 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -2< | >0 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -1< | >1 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -1< | >2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -1< | >3 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0< | >4 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0< | >5 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0< | >6 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -1< | >7 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | -2< | >8 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5< | -2 | >8 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5< | -2 | >7 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 4< | -2 | >7 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 3< | -2 | >6 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 2< | -2 | >6 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 1< | -2 | >5 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 0< | -2 | >5 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -1< | -2 | >4 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -2< | -2 | >4 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -3< | -2 | >3 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -3< | -2 | >3 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -3< | -2 | >2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -2< | -2 | >2 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -2< | -2 | >1 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -2< | -2 | >1 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -1< | -2 | >0 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -1< | -2 | >0 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -1< | -2 | >0 | -7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 0< | -2 | 0 | >-7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 0< | -2 | 0 | >-7 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 0< | -2 | 0 | >-6 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -1< | -2 | 0 | >-5 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | -2< | -2 | 0 | >-4 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5< | -2 | -2 | 0 | >-3 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5< | -2 | -2 | 0 | >-2 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -6< | -2 | -2 | 0 | >-1 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -7< | -2 | -2 | 0 | >0 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -8< | -2 | -2 | 0 | >1 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -9< | -2 | -2 | 0 | >2 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -10< | -2 | -2 | 0 | >3 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -11< | -2 | -2 | 0 | >3 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -12< | -2 | -2 | 0 | >2 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -13< | -2 | -2 | 0 | >2 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -13< | -2 | -2 | 0 | >1 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -13< | -2 | -2 | 0 | >1 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -12< | -2 | -2 | 0 | >0 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -12< | -2 | -2 | 0 | >0 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -12< | -2 | -2 | 0 | >0 | -7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -11< | -2 | -2 | 0 | 0 | >-7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -11< | -2 | -2 | 0 | 0 | >-7 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -11< | -2 | -2 | 0 | 0 | >-6 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -10< | -2 | -2 | 0 | 0 | >-5 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -10< | -2 | -2 | 0 | 0 | >-4 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -10< | -2 | -2 | 0 | 0 | >-3 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -9< | -2 | -2 | 0 | 0 | >-2 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -9< | -2 | -2 | 0 | 0 | >-1 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -9< | -2 | -2 | 0 | 0 | >0 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -8< | -2 | -2 | 0 | 0 | >1 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -8< | -2 | -2 | 0 | 0 | >2 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -8< | -2 | -2 | 0 | 0 | >3 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -7< | -2 | -2 | 0 | 0 | >3 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -7< | -2 | -2 | 0 | 0 | >2 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -7< | -2 | -2 | 0 | 0 | >2 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -6< | -2 | -2 | 0 | 0 | >1 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -6< | -2 | -2 | 0 | 0 | >1 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -6< | -2 | -2 | 0 | 0 | >0 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5< | -2 | -2 | 0 | 0 | >0 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5< | -2 | -2 | 0 | 0 | >0 | -7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -5< | -2 | -2 | 0 | 0 | 0 | >-7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -4< | -2 | -2 | 0 | 0 | 0 | >-7 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -4< | -2 | -2 | 0 | 0 | 0 | >-6 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -4< | -2 | -2 | 0 | 0 | 0 | >-5 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -3< | -2 | -2 | 0 | 0 | 0 | >-4 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -3< | -2 | -2 | 0 | 0 | 0 | >-3 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -3< | -2 | -2 | 0 | 0 | 0 | >-2 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -2< | -2 | -2 | 0 | 0 | 0 | >-1 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -2< | -2 | -2 | 0 | 0 | 0 | >0 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -2< | -2 | -2 | 0 | 0 | 0 | >1 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -1< | -2 | -2 | 0 | 0 | 0 | >2 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -1< | -2 | -2 | 0 | 0 | 0 | >3 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -1< | -2 | -2 | 0 | 0 | 0 | >3 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | 0< | -2 | -2 | 0 | 0 | 0 | >2 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | 0< | -2 | -2 | 0 | 0 | 0 | >2 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | 0< | -2 | -2 | 0 | 0 | 0 | >1 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -1< | -2 | -2 | 0 | 0 | 0 | >1 | 123 ]
[ 128 | -5 | 5 | 0 | 0 | -2< | -2 | -2 | 0 | 0 | 0 | >0 | 123 ]
[ 128 | -5 | 5 | 0 | 0< | -2 | -2 | -2 | 0 | 0 | 0 | >0 | 123 ]
[ 128 | -5 | 5 | 0 | 0< | -2 | -2 | -2 | 0 | 0 | 0 | >0 | 123 ]
[ 128 | -5 | 5 | 0 | -1< | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | -5 | 5 | 0 | -2< | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | -5 | 5 | 0< | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | -5 | 5 | 0< | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | -5 | 5 | -1< | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | -5 | 5 | -2< | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | -5 | 5< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | -5 | 5< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | -5 | 4< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | -5 | 3< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | -5 | 2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-124 ]
[ 128 | -5 | 1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-123 ]
[ 128 | -5 | 0< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-123 ]
[ 128 | -5 | -1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-124 ]
[ 128 | -5 | -2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-124 ]
[ 128 | -5 | -3< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | -5 | -3< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | -5 | -3< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | -5 | -2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | -5 | -2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | -5 | -2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | -5 | -1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | -5 | -1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | -5 | -1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | -5 | 0< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | -5 | 0< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | -5 | 0< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | -5 | -1< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | -5 | -2< | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | -10< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | -11< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | -12< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | -13< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | -13< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | -13< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | -12< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | -12< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | -12< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | -11< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | -11< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | -11< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | -10< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | -10< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | -10< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >98 ]
[ 128< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >98 ]
[ 128< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >97 ]
[ 127< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >97 ]
[ 126< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >96 ]
[ 125< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >96 ]
[ 124< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >95 ]
[ 123< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >95 ]
[ 122< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >94 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >94 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >93 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >93 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >92 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >92 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >91 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | 0 | 0 | 0 | 0 | >91 ]
