===== Starting battle of <WallE2.0> vs <NestDarwin> with memory tape size: 13 =====

[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >81< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >82< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >84< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >85< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >86< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >88< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >89< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >90< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >92< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >93< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >94< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >96< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >97< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >98< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >100< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >101< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >102< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >104< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >105< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >106< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >108< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >109< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >110< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >112< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >113< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >114< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >116< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >117< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >118< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >120< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >121< | -7 | -7 | 123 ]
