===== Starting battle of <PolarBear> vs <TruthBot> with memory tape size: 17 =====

[ 128 | 6 | 6 | 5 | -11< | 0 | 0 | -4 | -4 | >0 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -12< | 0 | 0 | -4 | -4 | 0 | >-4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -12< | 0 | 0 | -4 | -4 | 0 | >-4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -13< | 0 | 0 | -4 | -4 | 0 | >-5 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -13< | 0 | 0 | -4 | -4 | 0 | >-6 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -14< | 0 | 0 | -4 | -4 | 0 | >-7 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -14< | 0 | 0 | -4 | -4 | 0 | >-8 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -15< | 0 | 0 | -4 | -4 | 0 | >-9 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -15< | 0 | 0 | -4 | -4 | 0 | >-10 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -16< | 0 | 0 | -4 | -4 | 0 | >-10 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -16< | 0 | 0 | -4 | -4 | 0 | >-9 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -17< | 0 | 0 | -4 | -4 | 0 | >-9 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -17< | 0 | 0 | -4 | -4 | 0 | >-8 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -18< | 0 | 0 | -4 | -4 | 0 | >-8 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -18< | 0 | 0 | -4 | -4 | 0 | >-7 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -19< | 0 | 0 | -4 | -4 | 0 | >-7 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -19< | 0 | 0 | -4 | -4 | 0 | >-6 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -20< | 0 | 0 | -4 | -4 | 0 | >-6 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -20< | 0 | 0 | -4 | -4 | 0 | >-5 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -21< | 0 | 0 | -4 | -4 | 0 | >-5 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -21< | 0 | 0 | -4 | -4 | 0 | >-4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -22< | 0 | 0 | -4 | -4 | 0 | >-4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -22< | 0 | 0 | -4 | -4 | 0 | >-3 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -23< | 0 | 0 | -4 | -4 | 0 | >-3 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -23< | 0 | 0 | -4 | -4 | 0 | >-2 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -24< | 0 | 0 | -4 | -4 | 0 | >-2 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -24< | 0 | 0 | -4 | -4 | 0 | >-1 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -25< | 0 | 0 | -4 | -4 | 0 | >-1 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -25< | 0 | 0 | -4 | -4 | 0 | >0 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -26< | 0 | 0 | -4 | -4 | 0 | >0 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -26< | 0 | 0 | -4 | -4 | 0 | >0 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -27< | 0 | 0 | -4 | -4 | 0 | 0 | >2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -27< | 0 | 0 | -4 | -4 | 0 | 0 | >2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -28< | 0 | 0 | -4 | -4 | 0 | 0 | >1 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -28< | 0 | 0 | -4 | -4 | 0 | 0 | >0 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -29< | 0 | 0 | -4 | -4 | 0 | 0 | >-1 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -29< | 0 | 0 | -4 | -4 | 0 | 0 | >-2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -30< | 0 | 0 | -4 | -4 | 0 | 0 | >-3 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -30< | 0 | 0 | -4 | -4 | 0 | 0 | >-4 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -31< | 0 | 0 | -4 | -4 | 0 | 0 | >-4 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -31< | 0 | 0 | -4 | -4 | 0 | 0 | >-3 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -32< | 0 | 0 | -4 | -4 | 0 | 0 | >-3 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -32< | 0 | 0 | -4 | -4 | 0 | 0 | >-2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -33< | 0 | 0 | -4 | -4 | 0 | 0 | >-2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -33< | 0 | 0 | -4 | -4 | 0 | 0 | >-1 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -34< | 0 | 0 | -4 | -4 | 0 | 0 | >-1 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -34< | 0 | 0 | -4 | -4 | 0 | 0 | >0 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -35< | 0 | 0 | -4 | -4 | 0 | 0 | >0 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -35< | 0 | 0 | -4 | -4 | 0 | 0 | >0 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -36< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -36< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -37< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-5 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -37< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-6 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -38< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-7 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -38< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-8 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -39< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-9 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -39< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-10 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -40< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-10 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -40< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-9 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -41< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-9 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -41< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-8 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -42< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-8 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -42< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-7 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -43< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-7 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -43< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-6 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -44< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-6 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -44< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-5 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -45< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-5 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -45< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -46< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-4 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -46< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-3 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -47< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-3 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -47< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-2 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -48< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-2 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -48< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-1 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -49< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >-1 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -49< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >0 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -50< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >0 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -50< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | >0 | 2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -51< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -51< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -52< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >1 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -52< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >0 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -53< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-1 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -53< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -54< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-3 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -54< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-4 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -55< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-4 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -55< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-3 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -56< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-3 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -56< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -57< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-2 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -57< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-1 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -58< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >-1 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -58< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >0 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -59< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >0 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -59< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | >0 | -4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -60< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | 0 | >-4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -60< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | 0 | >-4 | 2 | 128 ]
[ 128 | 6 | 6 | 5 | -61< | 0 | 0 | -4 | -4 | 0 | 0 | 0 | 0 | 0 | >-5 | 2 | 128 ]
