===== Starting battle of <WallE2.0> vs <Alternator> with memory tape size: 18 =====

[ 92< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >102 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 92< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >103 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 91< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >104 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 91< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >105 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 90< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >106 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 90< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >107 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 89< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >108 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 89< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >109 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 88< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >110 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 88< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >111 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 87< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >112 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 87< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >113 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 86< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >114 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
