===== Starting battle of <Alternator> vs <DecoyMaster> with memory tape size: 14 =====

[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1< | 11 | >-46 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0< | 11 | >-46 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1< | 0 | 11 | >-47 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 2< | 0 | 11 | >-47 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1< | 2 | 0 | 11 | >-48 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -2< | 2 | 0 | 11 | >-48 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1< | -2 | 2 | 0 | 11 | >-49 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 0< | -2 | 2 | 0 | 11 | >-49 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1< | 0 | -2 | 2 | 0 | 11 | >-50 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1< | 0 | -2 | 2 | 0 | 11 | >-50 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -2< | 0 | -2 | 2 | 0 | 11 | >-51 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -2< | 0 | -2 | 2 | 0 | 11 | >-51 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | -1< | 0 | -2 | 2 | 0 | 11 | >-52 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | 0< | 0 | -2 | 2 | 0 | 11 | >-52 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | 0< | 0 | -2 | 2 | 0 | 11 | >-53 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | 0< | 0 | -2 | 2 | 0 | 11 | >-53 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | 0< | 0 | -2 | 2 | 0 | 11 | >-54 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1 | 1< | 0 | -2 | 2 | 0 | 11 | >-54 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1< | 1 | 0 | -2 | 2 | 0 | 11 | >-55 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1< | 1 | 0 | -2 | 2 | 0 | 11 | >-55 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 0< | 1 | 0 | -2 | 2 | 0 | 11 | >-56 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 0< | 1 | 0 | -2 | 2 | 0 | 11 | >-56 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 0< | 1 | 0 | -2 | 2 | 0 | 11 | >-57 | 30 | -30 | 128 ]
[ 128 | 1 | -1 | 1< | 1 | 0 | -2 | 2 | 0 | 11 | >-57 | 30 | -30 | 128 ]
[ 128 | 1 | -1< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-58 | 30 | -30 | 128 ]
[ 128 | 1 | -1< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-58 | 30 | -30 | 128 ]
[ 128 | 1 | -2< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-59 | 30 | -30 | 128 ]
[ 128 | 1 | -2< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-59 | 30 | -30 | 128 ]
[ 128 | 1 | -1< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-60 | 30 | -30 | 128 ]
[ 128 | 1 | 0< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-60 | 30 | -30 | 128 ]
[ 128 | 1 | 0< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-61 | 30 | -30 | 128 ]
[ 128 | 1 | 0< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-61 | 30 | -30 | 128 ]
[ 128 | 1 | 0< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-62 | 30 | -30 | 128 ]
[ 128 | 1 | 1< | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-62 | 30 | -30 | 128 ]
[ 128 | 1< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-63 | 30 | -30 | 128 ]
[ 128 | 1< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-63 | 30 | -30 | 128 ]
[ 128 | 0< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-64 | 30 | -30 | 128 ]
[ 128 | 0< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-64 | 30 | -30 | 128 ]
[ 128 | 0< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-65 | 30 | -30 | 128 ]
[ 128 | 1< | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-65 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-66 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-66 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-67 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-67 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-68 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-68 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-69 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-69 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-70 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-70 | 30 | -30 | 128 ]
[ -123< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-71 | 30 | -30 | 128 ]
[ -122< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-71 | 30 | -30 | 128 ]
[ -121< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-72 | 30 | -30 | 128 ]
[ -120< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-72 | 30 | -30 | 128 ]
[ -119< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-73 | 30 | -30 | 128 ]
[ -118< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-73 | 30 | -30 | 128 ]
[ -117< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-74 | 30 | -30 | 128 ]
[ -117< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-74 | 30 | -30 | 128 ]
[ -118< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-75 | 30 | -30 | 128 ]
[ -118< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-75 | 30 | -30 | 128 ]
[ -119< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-76 | 30 | -30 | 128 ]
[ -119< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-76 | 30 | -30 | 128 ]
[ -120< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-77 | 30 | -30 | 128 ]
[ -120< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-77 | 30 | -30 | 128 ]
[ -121< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-78 | 30 | -30 | 128 ]
[ -121< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-78 | 30 | -30 | 128 ]
[ -122< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-79 | 30 | -30 | 128 ]
[ -122< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-79 | 30 | -30 | 128 ]
[ -123< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-80 | 30 | -30 | 128 ]
[ -123< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-80 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-81 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-81 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-82 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-82 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-83 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-83 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-84 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-84 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-85 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-85 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-86 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-86 | 30 | -30 | 128 ]
[ 126< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-87 | 30 | -30 | 128 ]
[ 126< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-87 | 30 | -30 | 128 ]
[ 125< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-88 | 30 | -30 | 128 ]
[ 125< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-88 | 30 | -30 | 128 ]
[ 124< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-89 | 30 | -30 | 128 ]
[ 124< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-89 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-90 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-90 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-91 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-91 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-92 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-92 | 30 | -30 | 128 ]
[ 120< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-93 | 30 | -30 | 128 ]
[ 120< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-93 | 30 | -30 | 128 ]
[ 119< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-94 | 30 | -30 | 128 ]
[ 119< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-94 | 30 | -30 | 128 ]
[ 118< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-95 | 30 | -30 | 128 ]
[ 118< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-95 | 30 | -30 | 128 ]
[ 117< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-96 | 30 | -30 | 128 ]
[ 117< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-96 | 30 | -30 | 128 ]
[ 116< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-97 | 30 | -30 | 128 ]
[ 116< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-97 | 30 | -30 | 128 ]
[ 115< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-98 | 30 | -30 | 128 ]
[ 115< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-98 | 30 | -30 | 128 ]
[ 114< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-99 | 30 | -30 | 128 ]
[ 114< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-99 | 30 | -30 | 128 ]
[ 113< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-100 | 30 | -30 | 128 ]
[ 113< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-100 | 30 | -30 | 128 ]
[ 112< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-101 | 30 | -30 | 128 ]
[ 112< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-101 | 30 | -30 | 128 ]
[ 111< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-102 | 30 | -30 | 128 ]
[ 111< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-102 | 30 | -30 | 128 ]
[ 110< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-103 | 30 | -30 | 128 ]
[ 110< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-103 | 30 | -30 | 128 ]
[ 109< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-104 | 30 | -30 | 128 ]
[ 109< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-104 | 30 | -30 | 128 ]
[ 108< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-105 | 30 | -30 | 128 ]
[ 108< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-105 | 30 | -30 | 128 ]
[ 107< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-106 | 30 | -30 | 128 ]
[ 107< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-106 | 30 | -30 | 128 ]
[ 106< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-107 | 30 | -30 | 128 ]
[ 106< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-107 | 30 | -30 | 128 ]
[ 105< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-108 | 30 | -30 | 128 ]
[ 105< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-108 | 30 | -30 | 128 ]
[ 104< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-109 | 30 | -30 | 128 ]
[ 104< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-109 | 30 | -30 | 128 ]
[ 103< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-110 | 30 | -30 | 128 ]
[ 103< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-110 | 30 | -30 | 128 ]
[ 102< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-111 | 30 | -30 | 128 ]
[ 102< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-111 | 30 | -30 | 128 ]
[ 101< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-112 | 30 | -30 | 128 ]
[ 101< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-112 | 30 | -30 | 128 ]
[ 100< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-113 | 30 | -30 | 128 ]
[ 100< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-113 | 30 | -30 | 128 ]
[ 99< | 1 | 1 | 1 | 1 | 0 | -2 | 2 | 0 | 11 | >-114 | 30 | -30 | 128 ]
