===== Starting battle of <CounterPunch> vs <CleverAndDetermined> with memory tape size: 15 =====

[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-3 | 0 | 3< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-4 | 0 | 3< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-5 | 0 | 2< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-6 | 0 | 2< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-7 | 0 | 1< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-8 | 0 | 1< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-9 | 0 | 0< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-10 | 0 | 0< | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-11 | 0< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | 0 | >-12 | 1< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >0 | -12 | 2< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >1 | -12 | 3< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >2 | -12 | 3< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >3 | -12 | 2< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >4 | -12 | 2< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >5 | -12 | 1< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >6 | -12 | 1< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >7 | -12 | 0< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >8 | -12 | 0< | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >9 | -12< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >10 | -11< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >11 | -10< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | 0 | >12 | -9< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >0 | 12 | -9< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-1 | 12 | -10< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-2 | 12 | -10< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-3 | 12 | -11< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-4 | 12 | -11< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-5 | 12 | -12< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-6 | 12 | -12< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-7 | 12 | -13< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-8 | 12 | -13< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-9 | 12 | -14< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-10 | 12 | -14< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-11 | 12 | -15< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | 0 | >-12 | 12 | -15< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >0 | -12 | 12 | -16< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >1 | -12 | 12 | -16< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >2 | -12 | 12 | -17< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >3 | -12 | 12 | -17< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >4 | -12 | 12 | -18< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >5 | -12 | 12 | -18< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >6 | -12 | 12 | -19< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >7 | -12 | 12 | -19< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >8 | -12 | 12 | -20< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >9 | -12 | 12 | -20< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >10 | -12 | 12 | -21< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >11 | -12 | 12 | -21< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | 0 | >12 | -12 | 12 | -22< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >0 | 12 | -12 | 12 | -22< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-1 | 12 | -12 | 12 | -23< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-2 | 12 | -12 | 12 | -23< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-3 | 12 | -12 | 12 | -24< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-4 | 12 | -12 | 12 | -24< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-5 | 12 | -12 | 12 | -25< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-6 | 12 | -12 | 12 | -25< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-7 | 12 | -12 | 12 | -26< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-8 | 12 | -12 | 12 | -26< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-9 | 12 | -12 | 12 | -27< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-10 | 12 | -12 | 12 | -27< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-11 | 12 | -12 | 12 | -28< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 0 | >-12 | 12 | -12 | 12 | -28< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >0 | -12 | 12 | -12 | 12 | -29< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >1 | -12 | 12 | -12 | 12 | -29< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >2 | -12 | 12 | -12 | 12 | -30< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >3 | -12 | 12 | -12 | 12 | -30< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >4 | -12 | 12 | -12 | 12 | -31< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >5 | -12 | 12 | -12 | 12 | -31< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >6 | -12 | 12 | -12 | 12 | -32< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >7 | -12 | 12 | -12 | 12 | -32< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >8 | -12 | 12 | -12 | 12 | -33< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >9 | -12 | 12 | -12 | 12 | -33< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >10 | -12 | 12 | -12 | 12 | -34< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >11 | -12 | 12 | -12 | 12 | -34< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | >12 | -12 | 12 | -12 | 12 | -35< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | >-12 | 12 | -12 | 12 | -35< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | >12 | -12 | 12 | -36< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | >-12 | 12 | -36< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | >12 | -37< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | >-37< | 0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -38< | >0 | 0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -38< | 0 | >0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -39< | 0 | >0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -39< | 0 | >0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -40< | 0 | >0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -40< | 0 | >0 | 0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -41< | 0 | 0 | >0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -41< | 0 | 0 | >0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -42< | 0 | 0 | >0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -42< | 0 | 0 | >0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -43< | 0 | 0 | >0 | 0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -43< | 0 | 0 | 0 | >0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -44< | 0 | 0 | 0 | >0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -44< | 0 | 0 | 0 | >0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -45< | 0 | 0 | 0 | >0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -45< | 0 | 0 | 0 | >0 | -1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -46< | 0 | 0 | 0 | 0 | >-1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -46< | 0 | 0 | 0 | 0 | >-1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -47< | 0 | 0 | 0 | 0 | >-2 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -47< | 0 | 0 | 0 | 0 | >-2 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -48< | 0 | 0 | 0 | 0 | >-3 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -48< | 0 | 0 | 0 | 0 | >-4 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -49< | 0 | 0 | 0 | 0 | >-5 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -49< | 0 | 0 | 0 | 0 | >-6 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -50< | 0 | 0 | 0 | 0 | >-7 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -50< | 0 | 0 | 0 | 0 | >-8 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -51< | 0 | 0 | 0 | 0 | >-8 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -51< | 0 | 0 | 0 | 0 | >-7 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -52< | 0 | 0 | 0 | 0 | >-7 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -52< | 0 | 0 | 0 | 0 | >-7 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -53< | 0 | 0 | 0 | 0 | >-6 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -53< | 0 | 0 | 0 | 0 | >-6 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -54< | 0 | 0 | 0 | 0 | >-6 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -54< | 0 | 0 | 0 | 0 | >-5 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -55< | 0 | 0 | 0 | 0 | >-5 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -55< | 0 | 0 | 0 | 0 | >-5 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -56< | 0 | 0 | 0 | 0 | >-4 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -56< | 0 | 0 | 0 | 0 | >-4 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -57< | 0 | 0 | 0 | 0 | >-4 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -57< | 0 | 0 | 0 | 0 | >-3 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -58< | 0 | 0 | 0 | 0 | >-3 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -58< | 0 | 0 | 0 | 0 | >-3 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -59< | 0 | 0 | 0 | 0 | >-2 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -59< | 0 | 0 | 0 | 0 | >-2 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -60< | 0 | 0 | 0 | 0 | >-2 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -60< | 0 | 0 | 0 | 0 | >-1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -61< | 0 | 0 | 0 | 0 | >-1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -61< | 0 | 0 | 0 | 0 | >-1 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -62< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -62< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -63< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -63< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -64< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -64< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -65< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -65< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -66< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -66< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -67< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -67< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -68< | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -68< | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -69< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -69< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -70< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -70< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -71< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -71< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -72< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -72< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -73< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -73< | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -74< | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -74< | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -75< | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -75< | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -76< | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -76< | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -77< | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -77< | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -78< | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -78< | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -79< | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -79< | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -80< | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -80< | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -81< | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -81< | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -82< | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -82< | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -83< | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -83< | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -84< | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -84< | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -85< | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -85< | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -86< | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -86< | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -87< | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -87< | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -88< | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -88< | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -89< | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -89< | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -90< | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ -122 | -12 | 12 | -12 | 12 | -12 | 12 | -90< | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
