===== Starting battle of <PacifistBot> vs <PyBot> with memory tape size: 17 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 1< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 2< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0< | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0 | 0< | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 0< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 1< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0 | 2< | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0< | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0 | 0< | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 0< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0 | 1< | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >0< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | >1< | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128< | >1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128< | 1 | >1 | 0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 127< | 1 | 1 | >0 | 2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 127< | 1 | 1 | 0 | >2 | 0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 126< | 1 | 1 | 0 | 2 | >0 | 2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 126< | 1 | 1 | 0 | 2 | 0 | >2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 125< | 1 | 1 | 0 | 2 | 0 | 2 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 125< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | >-1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 124< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 124< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 123< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 123< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 122< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 122< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 121< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 121< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 120< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 120< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 119< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 119< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 118< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 118< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 117< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 117< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 116< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 116< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 115< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 115< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 114< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 114< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 113< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 113< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 112< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 112< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 111< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 111< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 110< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 110< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 109< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 109< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 108< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 108< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 107< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 107< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 106< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 106< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 105< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 105< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 104< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 104< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 103< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 103< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 102< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 102< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 101< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 101< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 100< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 100< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 99< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 99< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 98< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 98< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 97< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 97< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 96< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 96< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 95< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 95< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 94< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 94< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 93< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 93< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 92< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 92< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 91< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 91< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 90< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 90< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 89< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 89< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 88< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 88< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 87< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 87< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 86< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 86< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 85< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 85< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 84< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 84< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 83< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 83< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 82< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 82< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 81< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 81< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 80< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 80< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 79< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 79< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 78< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 78< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 77< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 77< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 76< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 76< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 75< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 75< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 74< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 74< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 73< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 73< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 72< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 72< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 71< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 71< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 70< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 70< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 69< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 69< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 68< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 68< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 67< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 67< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 66< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 66< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 65< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 65< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 64< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 64< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 63< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 63< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 62< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 62< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 61< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 61< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 60< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 60< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 59< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 59< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 58< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 58< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 57< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 57< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 56< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 56< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 55< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 55< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 54< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 54< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 53< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 53< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 52< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 52< | 1 | 1 | 0 | 2 | 0 | 2 | 0 | -1 | >0 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
